Year,Month,Store,Store_Type,Dept,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,IsHoliday,Total_Sales
2011,11,5,B,71,107.42,7,29333.06,8,826.06,true,1652.47
2011,12,5,B,87,1938.28,17079.76,72.93,162.33,1211.95,true,11346.01
2011,11,8,A,26,437.61,320.76,45968.51,110.41,992.9,true,8657.65
2011,12,8,A,79,3701.08,36381.83,164.34,178.4,1508.56,true,17403.81
2011,12,8,A,90,3701.08,36381.83,164.34,178.4,1508.56,true,37298.37
2011,12,10,B,21,7676.36,104519.54,179.82,1573.87,3732.93,true,9257.82
2011,11,12,B,26,5391.83,8,63143.29,49.27,2115.67,true,20381.26
2011,12,12,B,49,6982.02,58804.91,60.29,1268.21,3553.79,true,38.61
2011,11,1,A,35,410.31,98,55805.51,8,554.92,true,3126.99
2011,12,3,B,81,1449.16,14356.07,66.66,81.43,777.35,true,1301.47
2011,11,3,B,91,41.74,10.47,37612.74,NA,135.16,true,395.92
2011,11,4,A,4,561.45,137.88,83340.33,44.04,9239.23,true,72179.92
2011,11,4,A,93,561.45,137.88,83340.33,44.04,9239.23,true,94271.18
2011,12,5,B,52,1938.28,17079.76,72.93,162.33,1211.95,true,272.69
2011,11,5,B,77,107.42,7,29333.06,8,826.06,true,954.0
2011,11,7,B,5,35.94,6.47,41487.59,12,905.95,true,53909.8
2011,12,8,A,95,3701.08,36381.83,164.34,178.4,1508.56,true,49238.41
2011,11,9,B,56,121.57,NA,44061.13,247.83,8294.47,true,655.93
2011,11,10,B,41,174.72,329,141630.61,79,1009.98,true,21705.3
2011,11,10,B,90,174.72,329,141630.61,79,1009.98,true,15313.11
2011,11,12,B,24,5391.83,8,63143.29,49.27,2115.67,true,20403.75
2011,11,12,B,42,5391.83,8,63143.29,49.27,2115.67,true,6135.08
2011,11,12,B,49,5391.83,8,63143.29,49.27,2115.67,true,2.88
2011,12,12,B,59,6982.02,58804.91,60.29,1268.21,3553.79,true,4954.89
2011,11,14,A,46,286.52,54,89402.64,13,1915.8,true,29437.86
2011,11,1,A,97,410.31,98,55805.51,8,554.92,true,30320.41
2011,12,4,A,28,3496.13,72413.71,399.77,776.26,5012.53,true,877.74
2011,11,4,A,54,561.45,137.88,83340.33,44.04,9239.23,true,91.8
2011,12,5,B,9,1938.28,17079.76,72.93,162.33,1211.95,true,8004.71
2011,11,5,B,14,107.42,7,29333.06,8,826.06,true,14518.91
2011,12,5,B,33,1938.28,17079.76,72.93,162.33,1211.95,true,1605.43
2011,12,8,A,35,3701.08,36381.83,164.34,178.4,1508.56,true,1337.25
2011,12,9,B,71,2155.73,14481.63,44.07,237.84,3699.24,true,1159.79
2011,12,10,B,29,7676.36,104519.54,179.82,1573.87,3732.93,true,17441.17
2011,12,13,A,90,5970.81,89121.94,406.4,1772.02,3645,true,106944.12
2011,12,1,A,45,5762.1,46011.38,260.36,983.65,4735.78,true,11.97
2011,11,7,B,17,35.94,6.47,41487.59,12,905.95,true,10148.86
2011,11,9,B,60,121.57,NA,44061.13,247.83,8294.47,true,70.4
2011,12,10,B,90,7676.36,104519.54,179.82,1573.87,3732.93,true,14214.54
2011,11,12,B,46,5391.83,8,63143.29,49.27,2115.67,true,34128.96
2011,12,13,A,13,5970.81,89121.94,406.4,1772.02,3645,true,40513.21
2011,12,14,A,47,7844.31,70574.85,312.98,1559.84,2851.33,true,49.92
2011,12,2,A,26,8321.44,92523.94,139.53,1515.4,3027.69,true,6066.69
2011,11,2,A,36,919.71,62,77451.26,23,1589.43,true,2785.16
2011,12,4,A,30,3496.13,72413.71,399.77,776.26,5012.53,true,6398.08
2011,11,5,B,23,107.42,7,29333.06,8,826.06,true,9096.35
2011,11,5,B,85,107.42,7,29333.06,8,826.06,true,573.43
2011,12,6,A,16,6098.54,82881.16,326.68,814.58,2728.99,true,7157.24
2011,12,7,B,54,2026.82,17021.3,113.19,144.93,1178.13,true,40.0
2011,12,11,A,94,4241.32,58046.41,239.33,78.09,586.72,true,29340.71
2011,12,13,A,20,5970.81,89121.94,406.4,1772.02,3645,true,7181.84
2011,12,13,A,44,5970.81,89121.94,406.4,1772.02,3645,true,8914.31
2011,12,2,A,28,8321.44,92523.94,139.53,1515.4,3027.69,true,741.66
2011,11,3,B,7,41.74,10.47,37612.74,NA,135.16,true,35201.16
2011,12,3,B,13,1449.16,14356.07,66.66,81.43,777.35,true,10430.29
2011,11,3,B,52,41.74,10.47,37612.74,NA,135.16,true,2484.22
2011,12,5,B,34,1938.28,17079.76,72.93,162.33,1211.95,true,3742.25
2011,12,8,A,93,3701.08,36381.83,164.34,178.4,1508.56,true,22788.0
2011,11,11,A,67,531.09,74.35,71081.98,3,1676.85,true,8340.62
2011,11,12,B,20,5391.83,8,63143.29,49.27,2115.67,true,7139.14
2011,12,13,A,52,5970.81,89121.94,406.4,1772.02,3645,true,3532.07
2011,11,14,A,22,286.52,54,89402.64,13,1915.8,true,34573.44
2011,11,14,A,38,286.52,54,89402.64,13,1915.8,true,78588.29
2011,12,7,B,1,2026.82,17021.3,113.19,144.93,1178.13,true,14835.08
2011,11,11,A,37,531.09,74.35,71081.98,3,1676.85,true,3898.86
2011,12,2,A,21,8321.44,92523.94,139.53,1515.4,3027.69,true,7873.65
2011,12,3,B,32,1449.16,14356.07,66.66,81.43,777.35,true,12498.44
2011,11,3,B,77,41.74,10.47,37612.74,NA,135.16,true,1272.0
2011,11,7,B,22,35.94,6.47,41487.59,12,905.95,true,18329.47
2011,11,12,B,17,5391.83,8,63143.29,49.27,2115.67,true,16817.13
2011,11,13,A,20,1282.42,548.1,109030.75,146.33,3557.67,true,9668.8
2011,12,14,A,19,7844.31,70574.85,312.98,1559.84,2851.33,true,1446.15
2011,11,3,B,55,41.74,10.47,37612.74,NA,135.16,true,21905.0
2011,12,4,A,4,3496.13,72413.71,399.77,776.26,5012.53,true,56145.68
2011,11,6,A,3,429.03,171.88,83192.81,15,986.23,true,13327.66
2011,11,7,B,54,35.94,6.47,41487.59,12,905.95,true,-25.04
2011,12,10,B,74,7676.36,104519.54,179.82,1573.87,3732.93,true,44039.36
2011,12,11,A,9,4241.32,58046.41,239.33,78.09,586.72,true,17904.28
2011,12,11,A,83,4241.32,58046.41,239.33,78.09,586.72,true,2454.97
2011,11,14,A,40,286.52,54,89402.64,13,1915.8,true,61686.74
2011,12,1,A,49,5762.1,46011.38,260.36,983.65,4735.78,true,12877.44
2011,11,3,B,1,41.74,10.47,37612.74,NA,135.16,true,6912.38
2011,12,4,A,40,3496.13,72413.71,399.77,776.26,5012.53,true,69237.54
2011,11,5,B,82,107.42,7,29333.06,8,826.06,true,4110.6
2011,12,7,B,13,2026.82,17021.3,113.19,144.93,1178.13,true,16929.04
2011,11,9,B,95,121.57,NA,44061.13,247.83,8294.47,true,25990.93
2011,11,9,B,96,121.57,NA,44061.13,247.83,8294.47,true,4581.36
2011,12,11,A,36,4241.32,58046.41,239.33,78.09,586.72,true,3387.45
2011,11,11,A,97,531.09,74.35,71081.98,3,1676.85,true,13426.55
2011,11,13,A,32,1282.42,548.1,109030.75,146.33,3557.67,true,11254.79
2011,11,13,A,96,1282.42,548.1,109030.75,146.33,3557.67,true,10470.69
2011,11,2,A,27,919.71,62,77451.26,23,1589.43,true,2914.17
2011,11,2,A,58,919.71,62,77451.26,23,1589.43,true,37631.0
2011,12,3,B,25,1449.16,14356.07,66.66,81.43,777.35,true,3826.09
2011,11,3,B,67,41.74,10.47,37612.74,NA,135.16,true,2109.72
2011,11,3,B,85,41.74,10.47,37612.74,NA,135.16,true,507.74
2011,11,5,B,5,107.42,7,29333.06,8,826.06,true,27602.65
2011,11,5,B,18,107.42,7,29333.06,8,826.06,true,6370.32
2011,12,7,B,14,2026.82,17021.3,113.19,144.93,1178.13,true,16670.44
2011,11,7,B,25,35.94,6.47,41487.59,12,905.95,true,8456.35
2011,12,8,A,46,3701.08,36381.83,164.34,178.4,1508.56,true,24492.77
2011,11,9,B,11,121.57,NA,44061.13,247.83,8294.47,true,19840.19
2011,12,10,B,19,7676.36,104519.54,179.82,1573.87,3732.93,true,2045.87
2011,12,12,B,3,6982.02,58804.91,60.29,1268.21,3553.79,true,10402.0
2011,11,12,B,11,5391.83,8,63143.29,49.27,2115.67,true,17325.21
2011,12,1,A,56,5762.1,46011.38,260.36,983.65,4735.78,true,283.82
2011,12,5,B,18,1938.28,17079.76,72.93,162.33,1211.95,true,5503.66
2011,12,6,A,52,6098.54,82881.16,326.68,814.58,2728.99,true,3421.86
2011,11,6,A,87,429.03,171.88,83192.81,15,986.23,true,45972.03
2011,12,8,A,91,3701.08,36381.83,164.34,178.4,1508.56,true,22314.68
2011,11,8,A,93,437.61,320.76,45968.51,110.41,992.9,true,37248.48
2011,11,10,B,60,174.72,329,141630.61,79,1009.98,true,519.2
2011,12,10,B,92,7676.36,104519.54,179.82,1573.87,3732.93,true,39337.08
2011,11,10,B,96,174.72,329,141630.61,79,1009.98,true,14351.82
2011,12,13,A,79,5970.81,89121.94,406.4,1772.02,3645,true,43774.03
2011,12,14,A,50,7844.31,70574.85,312.98,1559.84,2851.33,true,1271.0
2011,11,2,A,12,919.71,62,77451.26,23,1589.43,true,6757.66
2011,12,5,B,14,1938.28,17079.76,72.93,162.33,1211.95,true,4767.07
2011,11,8,A,17,437.61,320.76,45968.51,110.41,992.9,true,10299.07
2011,12,9,B,36,2155.73,14481.63,44.07,237.84,3699.24,true,381.19
2011,12,11,A,23,4241.32,58046.41,239.33,78.09,586.72,true,39055.81
2011,12,11,A,35,4241.32,58046.41,239.33,78.09,586.72,true,4031.77
2011,12,12,B,87,6982.02,58804.91,60.29,1268.21,3553.79,true,11145.56
2011,12,13,A,85,5970.81,89121.94,406.4,1772.02,3645,true,4789.04
2011,11,1,A,49,410.31,98,55805.51,8,554.92,true,7722.64
2011,12,2,A,32,8321.44,92523.94,139.53,1515.4,3027.69,true,16506.96
2011,12,6,A,35,6098.54,82881.16,326.68,814.58,2728.99,true,2808.67
2011,11,11,A,26,531.09,74.35,71081.98,3,1676.85,true,15093.58
2011,11,11,A,58,531.09,74.35,71081.98,3,1676.85,true,2475.0
2011,11,13,A,46,1282.42,548.1,109030.75,146.33,3557.67,true,38697.89
2011,11,1,A,6,410.31,98,55805.51,8,554.92,true,18629.83
2011,12,2,A,16,8321.44,92523.94,139.53,1515.4,3027.69,true,6120.69
2011,12,2,A,33,8321.44,92523.94,139.53,1515.4,3027.69,true,6236.91
2011,11,3,B,29,41.74,10.47,37612.74,NA,135.16,true,2670.91
2011,11,6,A,41,429.03,171.88,83192.81,15,986.23,true,4190.19
2011,11,7,B,79,35.94,6.47,41487.59,12,905.95,true,7948.11
2011,12,9,B,52,2155.73,14481.63,44.07,237.84,3699.24,true,1571.81
2011,11,9,B,98,121.57,NA,44061.13,247.83,8294.47,true,60.75
2011,11,10,B,93,174.72,329,141630.61,79,1009.98,true,1984.56
2011,11,13,A,30,1282.42,548.1,109030.75,146.33,3557.67,true,3085.49
2011,11,3,B,11,41.74,10.47,37612.74,NA,135.16,true,9741.27
2011,12,7,B,4,2026.82,17021.3,113.19,144.93,1178.13,true,18677.55
2011,11,10,B,45,174.72,329,141630.61,79,1009.98,true,11.97
2011,11,10,B,98,174.72,329,141630.61,79,1009.98,true,691.98
2011,12,11,A,8,4241.32,58046.41,239.33,78.09,586.72,true,32139.78
2011,12,12,B,6,6982.02,58804.91,60.29,1268.21,3553.79,true,13470.84
2011,12,12,B,9,6982.02,58804.91,60.29,1268.21,3553.79,true,19054.17
2011,12,3,B,60,1449.16,14356.07,66.66,81.43,777.35,true,114.4
2011,11,3,B,92,41.74,10.47,37612.74,NA,135.16,true,9144.72
2011,12,4,A,42,3496.13,72413.71,399.77,776.26,5012.53,true,7459.92
2011,12,4,A,59,3496.13,72413.71,399.77,776.26,5012.53,true,5800.47
2011,11,7,B,71,35.94,6.47,41487.59,12,905.95,true,4773.82
2011,12,7,B,71,2026.82,17021.3,113.19,144.93,1178.13,true,2986.23
2011,12,11,A,37,4241.32,58046.41,239.33,78.09,586.72,true,4066.17
2011,12,12,B,47,6982.02,58804.91,60.29,1268.21,3553.79,true,-88.0
2011,12,13,A,96,5970.81,89121.94,406.4,1772.02,3645,true,8672.26
2011,11,14,A,32,286.52,54,89402.64,13,1915.8,true,15685.62
2011,11,2,A,6,919.71,62,77451.26,23,1589.43,true,21410.28
2011,11,2,A,35,919.71,62,77451.26,23,1589.43,true,3793.97
2011,12,2,A,56,8321.44,92523.94,139.53,1515.4,3027.69,true,889.82
2011,11,3,B,24,41.74,10.47,37612.74,NA,135.16,true,4600.85
2011,12,3,B,36,1449.16,14356.07,66.66,81.43,777.35,true,844.16
2011,12,4,A,10,3496.13,72413.71,399.77,776.26,5012.53,true,33197.72
2011,11,4,A,27,561.45,137.88,83340.33,44.04,9239.23,true,4388.92
2011,12,4,A,91,3496.13,72413.71,399.77,776.26,5012.53,true,48628.99
2011,12,9,B,5,2155.73,14481.63,44.07,237.84,3699.24,true,26060.74
2011,12,9,B,32,2155.73,14481.63,44.07,237.84,3699.24,true,8822.86
2011,11,10,B,3,174.72,329,141630.61,79,1009.98,true,19863.98
2011,12,10,B,7,7676.36,104519.54,179.82,1573.87,3732.93,true,90747.31
2011,11,11,A,33,531.09,74.35,71081.98,3,1676.85,true,13281.72
2011,11,12,B,9,5391.83,8,63143.29,49.27,2115.67,true,24883.01
2011,12,12,B,95,6982.02,58804.91,60.29,1268.21,3553.79,true,37219.75
2011,11,13,A,83,1282.42,548.1,109030.75,146.33,3557.67,true,4539.81
2011,12,13,A,95,5970.81,89121.94,406.4,1772.02,3645,true,121069.39
2011,12,14,A,27,7844.31,70574.85,312.98,1559.84,2851.33,true,3603.69
2011,11,6,A,34,429.03,171.88,83192.81,15,986.23,true,20005.96
2011,11,6,A,99,429.03,171.88,83192.81,15,986.23,true,1550.0
2011,12,7,B,36,2026.82,17021.3,113.19,144.93,1178.13,true,7294.69
2011,12,8,A,80,3701.08,36381.83,164.34,178.4,1508.56,true,8578.16
2011,11,9,B,40,121.57,NA,44061.13,247.83,8294.47,true,26956.77
2011,12,10,B,12,7676.36,104519.54,179.82,1573.87,3732.93,true,5876.51
2011,11,11,A,99,531.09,74.35,71081.98,3,1676.85,true,5700.0
2011,12,12,B,44,6982.02,58804.91,60.29,1268.21,3553.79,true,7042.02
2011,11,12,B,74,5391.83,8,63143.29,49.27,2115.67,true,24313.09
2011,12,1,A,32,5762.1,46011.38,260.36,983.65,4735.78,true,14581.39
2011,11,2,A,40,919.71,62,77451.26,23,1589.43,true,69479.79
2011,11,2,A,52,919.71,62,77451.26,23,1589.43,true,8584.46
2011,11,5,B,1,107.42,7,29333.06,8,826.06,true,9770.76
2011,12,7,B,16,2026.82,17021.3,113.19,144.93,1178.13,true,3444.94
2011,12,7,B,93,2026.82,17021.3,113.19,144.93,1178.13,true,2491.46
2011,12,8,A,31,3701.08,36381.83,164.34,178.4,1508.56,true,1696.51
2011,12,8,A,94,3701.08,36381.83,164.34,178.4,1508.56,true,19045.75
2011,12,9,B,1,2155.73,14481.63,44.07,237.84,3699.24,true,11010.41
2011,11,9,B,82,121.57,NA,44061.13,247.83,8294.47,true,10373.18
2011,12,11,A,11,4241.32,58046.41,239.33,78.09,586.72,true,16006.38
2011,11,12,B,52,5391.83,8,63143.29,49.27,2115.67,true,7479.45
2011,12,13,A,18,5970.81,89121.94,406.4,1772.02,3645,true,45663.31
2011,11,14,A,12,286.52,54,89402.64,13,1915.8,true,4271.16
2011,11,14,A,30,286.52,54,89402.64,13,1915.8,true,5157.84
2011,12,14,A,33,7844.31,70574.85,312.98,1559.84,2851.33,true,6717.62
2011,11,2,A,97,919.71,62,77451.26,23,1589.43,true,36479.75
2011,11,3,B,5,41.74,10.47,37612.74,NA,135.16,true,44129.09
2011,11,3,B,82,41.74,10.47,37612.74,NA,135.16,true,6476.96
2011,11,4,A,29,561.45,137.88,83340.33,44.04,9239.23,true,14485.32
2011,11,8,A,54,437.61,320.76,45968.51,110.41,992.9,true,10.0
2011,11,9,B,1,121.57,NA,44061.13,247.83,8294.47,true,12319.18
2011,11,9,B,48,121.57,NA,44061.13,247.83,8294.47,true,926.0
2011,11,10,B,18,174.72,329,141630.61,79,1009.98,true,61559.94
2011,12,10,B,34,7676.36,104519.54,179.82,1573.87,3732.93,true,36660.61
2011,12,11,A,6,4241.32,58046.41,239.33,78.09,586.72,true,8905.75
2011,12,11,A,33,4241.32,58046.41,239.33,78.09,586.72,true,8589.0
2011,11,12,B,55,5391.83,8,63143.29,49.27,2115.67,true,38902.77
2011,12,14,A,4,7844.31,70574.85,312.98,1559.84,2851.33,true,48009.38
2011,12,1,A,91,5762.1,46011.38,260.36,983.65,4735.78,true,48263.59
2011,12,3,B,28,1449.16,14356.07,66.66,81.43,777.35,true,200.59
2011,11,5,B,13,107.42,7,29333.06,8,826.06,true,10572.13
2011,12,8,A,55,3701.08,36381.83,164.34,178.4,1508.56,true,13526.47
2011,12,9,B,60,2155.73,14481.63,44.07,237.84,3699.24,true,35.2
2011,11,12,B,1,5391.83,8,63143.29,49.27,2115.67,true,15114.43
2011,12,14,A,25,7844.31,70574.85,312.98,1559.84,2851.33,true,14291.6
2011,12,4,A,54,3496.13,72413.71,399.77,776.26,5012.53,true,78.08
2011,11,4,A,72,561.45,137.88,83340.33,44.04,9239.23,true,385051.04
2011,11,6,A,9,429.03,171.88,83192.81,15,986.23,true,72286.85
2011,11,6,A,16,429.03,171.88,83192.81,15,986.23,true,9610.9
2011,12,7,B,28,2026.82,17021.3,113.19,144.93,1178.13,true,330.42
2011,12,9,B,40,2155.73,14481.63,44.07,237.84,3699.24,true,27448.91
2011,12,10,B,56,7676.36,104519.54,179.82,1573.87,3732.93,true,509.73
2011,11,10,B,72,174.72,329,141630.61,79,1009.98,true,630999.19
2011,12,12,B,46,6982.02,58804.91,60.29,1268.21,3553.79,true,48922.28
2011,12,8,A,83,3701.08,36381.83,164.34,178.4,1508.56,true,2159.02
2011,12,11,A,12,4241.32,58046.41,239.33,78.09,586.72,true,3248.61
2011,11,11,A,35,531.09,74.35,71081.98,3,1676.85,true,3833.71
2011,12,1,A,19,5762.1,46011.38,260.36,983.65,4735.78,true,878.8
2011,11,2,A,23,919.71,62,77451.26,23,1589.43,true,37493.36
2011,11,2,A,83,919.71,62,77451.26,23,1589.43,true,3629.55
2011,11,3,B,13,41.74,10.47,37612.74,NA,135.16,true,9245.41
2011,12,4,A,58,3496.13,72413.71,399.77,776.26,5012.53,true,3805.0
2011,12,4,A,81,3496.13,72413.71,399.77,776.26,5012.53,true,24666.69
2011,12,7,B,92,2026.82,17021.3,113.19,144.93,1178.13,true,37651.82
2011,12,8,A,67,3701.08,36381.83,164.34,178.4,1508.56,true,5050.32
2011,11,9,B,29,121.57,NA,44061.13,247.83,8294.47,true,2911.4
2011,11,10,B,14,174.72,329,141630.61,79,1009.98,true,82155.97
2011,12,11,A,96,4241.32,58046.41,239.33,78.09,586.72,true,24625.95
2011,11,13,A,23,1282.42,548.1,109030.75,146.33,3557.67,true,44759.43
2011,11,13,A,24,1282.42,548.1,109030.75,146.33,3557.67,true,22899.28
2011,12,1,A,20,5762.1,46011.38,260.36,983.65,4735.78,true,4009.01
2011,12,3,B,96,1449.16,14356.07,66.66,81.43,777.35,true,4307.45
2011,12,4,A,87,3496.13,72413.71,399.77,776.26,5012.53,true,13247.97
2011,11,4,A,97,561.45,137.88,83340.33,44.04,9239.23,true,32770.22
2011,12,5,B,17,1938.28,17079.76,72.93,162.33,1211.95,true,4030.54
2011,11,6,A,35,429.03,171.88,83192.81,15,986.23,true,3525.26
2011,12,9,B,28,2155.73,14481.63,44.07,237.84,3699.24,true,199.73
2011,12,10,B,3,7676.36,104519.54,179.82,1573.87,3732.93,true,21755.12
2011,12,10,B,27,7676.36,104519.54,179.82,1573.87,3732.93,true,5493.55
2011,11,10,B,85,174.72,329,141630.61,79,1009.98,true,2646.45
2011,11,12,B,60,5391.83,8,63143.29,49.27,2115.67,true,334.4
2011,12,12,B,74,6982.02,58804.91,60.29,1268.21,3553.79,true,16165.44
2011,11,13,A,2,1282.42,548.1,109030.75,146.33,3557.67,true,74229.96
2011,11,13,A,34,1282.42,548.1,109030.75,146.33,3557.67,true,20757.16
2011,11,2,A,72,919.71,62,77451.26,23,1589.43,true,263558.03
2011,12,3,B,2,1449.16,14356.07,66.66,81.43,777.35,true,16996.31
2011,11,4,A,56,561.45,137.88,83340.33,44.04,9239.23,true,1533.86
2011,12,4,A,71,3496.13,72413.71,399.77,776.26,5012.53,true,7989.15
2011,11,6,A,44,429.03,171.88,83192.81,15,986.23,true,11037.98
2011,12,6,A,60,6098.54,82881.16,326.68,814.58,2728.99,true,246.4
2011,12,7,B,46,2026.82,17021.3,113.19,144.93,1178.13,true,20922.07
2011,11,9,B,41,121.57,NA,44061.13,247.83,8294.47,true,1715.81
2011,11,10,B,92,174.72,329,141630.61,79,1009.98,true,56723.83
2011,11,11,A,34,531.09,74.35,71081.98,3,1676.85,true,21471.44
2011,11,13,A,54,1282.42,548.1,109030.75,146.33,3557.67,true,145.12
2011,11,14,A,9,286.52,54,89402.64,13,1915.8,true,23893.8
2011,12,2,A,40,8321.44,92523.94,139.53,1515.4,3027.69,true,74489.03
2011,12,6,A,95,6098.54,82881.16,326.68,814.58,2728.99,true,74560.58
2011,11,8,A,42,437.61,320.76,45968.51,110.41,992.9,true,5368.35
2011,12,9,B,31,2155.73,14481.63,44.07,237.84,3699.24,true,1201.39
2011,11,10,B,13,174.72,329,141630.61,79,1009.98,true,54955.68
2011,11,11,A,38,531.09,74.35,71081.98,3,1676.85,true,59328.67
2011,11,13,A,97,1282.42,548.1,109030.75,146.33,3557.67,true,23109.63
2011,11,1,A,71,410.31,98,55805.51,8,554.92,true,5751.48
2011,12,3,B,90,1449.16,14356.07,66.66,81.43,777.35,true,1810.31
2011,11,4,A,16,561.45,137.88,83340.33,44.04,9239.23,true,4655.18
2011,12,6,A,42,6098.54,82881.16,326.68,814.58,2728.99,true,8414.49
2011,11,7,B,29,35.94,6.47,41487.59,12,905.95,true,2596.93
2011,11,8,A,1,437.61,320.76,45968.51,110.41,992.9,true,12495.33
2011,11,8,A,72,437.61,320.76,45968.51,110.41,992.9,true,149329.35
2011,12,10,B,11,7676.36,104519.54,179.82,1573.87,3732.93,true,30473.66
2011,12,10,B,35,7676.36,104519.54,179.82,1573.87,3732.93,true,9552.88
2011,11,11,A,79,531.09,74.35,71081.98,3,1676.85,true,29605.88
2011,11,13,A,25,1282.42,548.1,109030.75,146.33,3557.67,true,18940.99
2011,11,1,A,41,410.31,98,55805.51,8,554.92,true,3254.07
2011,11,3,B,32,41.74,10.47,37612.74,NA,135.16,true,5020.86
2011,11,9,B,5,121.57,NA,44061.13,247.83,8294.47,true,61019.02
2011,11,9,B,52,121.57,NA,44061.13,247.83,8294.47,true,3041.14
2011,12,9,B,59,2155.73,14481.63,44.07,237.84,3699.24,true,492.5
2011,12,10,B,33,7676.36,104519.54,179.82,1573.87,3732.93,true,13429.28
2011,11,14,A,29,286.52,54,89402.64,13,1915.8,true,14259.58
2011,12,1,A,1,5762.1,46011.38,260.36,983.65,4735.78,true,23350.88
2011,11,1,A,56,410.31,98,55805.51,8,554.92,true,2003.93
2011,12,1,A,85,5762.1,46011.38,260.36,983.65,4735.78,true,3545.8
2011,12,4,A,21,3496.13,72413.71,399.77,776.26,5012.53,true,7540.26
2011,11,5,B,28,107.42,7,29333.06,8,826.06,true,175.26
2011,11,8,A,37,437.61,320.76,45968.51,110.41,992.9,true,2104.02
2011,12,8,A,82,3701.08,36381.83,164.34,178.4,1508.56,true,22746.26
2011,11,8,A,87,437.61,320.76,45968.51,110.41,992.9,true,23758.08
2011,11,9,B,54,121.57,NA,44061.13,247.83,8294.47,true,94.24
2011,11,10,B,37,174.72,329,141630.61,79,1009.98,true,3886.36
2011,11,11,A,45,531.09,74.35,71081.98,3,1676.85,true,23.88
2011,12,13,A,4,5970.81,89121.94,406.4,1772.02,3645,true,41605.23
2011,11,13,A,29,1282.42,548.1,109030.75,146.33,3557.67,true,10411.75
2011,11,9,B,77,121.57,NA,44061.13,247.83,8294.47,true,795.0
2011,11,1,A,44,410.31,98,55805.51,8,554.92,true,7463.46
2011,11,1,A,77,410.31,98,55805.51,8,554.92,true,1431.0
2011,12,5,B,74,1938.28,17079.76,72.93,162.33,1211.95,true,5719.7
2011,11,5,B,91,107.42,7,29333.06,8,826.06,true,1653.82
2011,12,8,A,5,3701.08,36381.83,164.34,178.4,1508.56,true,24990.39
2011,12,10,B,25,7676.36,104519.54,179.82,1573.87,3732.93,true,19430.38
2011,11,10,B,52,174.72,329,141630.61,79,1009.98,true,12564.81
2011,12,13,A,74,5970.81,89121.94,406.4,1772.02,3645,true,38535.42
2011,11,2,A,25,919.71,62,77451.26,23,1589.43,true,17623.65
2011,11,2,A,33,919.71,62,77451.26,23,1589.43,true,12888.99
2011,11,2,A,49,919.71,62,77451.26,23,1589.43,true,12264.27
2011,11,3,B,31,41.74,10.47,37612.74,NA,135.16,true,597.5
2011,12,6,A,26,6098.54,82881.16,326.68,814.58,2728.99,true,5936.02
2011,11,6,A,46,429.03,171.88,83192.81,15,986.23,true,26831.51
2011,11,7,B,2,35.94,6.47,41487.59,12,905.95,true,24210.72
2011,11,7,B,34,35.94,6.47,41487.59,12,905.95,true,4110.64
2011,12,8,A,19,3701.08,36381.83,164.34,178.4,1508.56,true,457.89
2011,12,11,A,40,4241.32,58046.41,239.33,78.09,586.72,true,51142.62
2011,12,12,B,8,6982.02,58804.91,60.29,1268.21,3553.79,true,38915.45
2011,12,5,B,23,1938.28,17079.76,72.93,162.33,1211.95,true,7598.74
